,Country Name,Country Code,Series Name,Series Code,1984 [YR1984],1988 [YR1988],1992 [YR1992],1998 [YR1998],2002 [YR2002],2006 [YR2006],2010 [YR2010],2014 [YR2014],2018 [YR2018]
109,Latvia,LVA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,1.44332939787485,,,1.3931523022432102,
110,Lebanon,LBN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,26.375,,,,
111,Lesotho,LSO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.837476099426386,,,,
112,Liberia,LBR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.0654,,,,
113,Libya,LBY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,680.0,,615.428571428571,,,822.8571428571429,
114,Liechtenstein,LIE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
115,Lithuania,LTU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,17.9042690815006,,,4.05174644243208,
116,Luxembourg,LUX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,6.05,,,4.31,
117,"Macao SAR, China",MAC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
118,Madagascar,MDG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,3.9673590504451,,,,
119,Malawi,MWI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,8.2094175960347,,,,
120,Malaysia,MYS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,1.7448275862068998,,1.60362068965517,,,,
121,Maldives,MDV,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
122,Mali,MLI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
123,Malta,MLT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,67.3267326732673,,,44.356435643564396,
124,Marshall Islands,MHL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
125,Mauritania,MRT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,399.75,,,,
126,Mauritius,MUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,20.574336604871,,22.173754998182503,,,,
127,Mexico,MEX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,17.677261613691897,,,20.026894865525698,
128,"Micronesia, Fed. Sts.",FSM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
129,Moldova,MDA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,121.172839506173,,,,,,
130,Monaco,MCO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
131,Mongolia,MNG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
132,Montenegro,MNE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
133,Morocco,MAR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,38.068965517241395,,51.1034482758621,,,35.6896551724138,
134,Mozambique,MOZ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,0.6031904287138579,,0.881555333998006,,,,
135,Myanmar,MMR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,3.31306081754736,,,,
136,Namibia,NAM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,4.03733766233766,,4.5762987012986995,,,,
137,Nauru,NRU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
138,Nepal,NPL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,4.82441977800202,,,,
139,Netherlands,NLD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,72.57272727272729,,80.96363636363641,,,97.4545454545455,
140,New Caledonia,NCL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
141,New Zealand,NZL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.9602446483180429,,,1.59051987767584,
142,Nicaragua,NIC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.8879641485275291,,,0.9891165172855308,
143,Niger,NER,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,14.285714285714299,,,,,,
144,Nigeria,NGA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,4.66515837104072,,,5.6425339366515805,
145,North Macedonia,MKD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,11.725925925925901,,,,
146,Northern Mariana Islands,MNP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
147,Norway,NOR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.6280104712041881,,,,
148,Oman,OMN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,85.5,,92.8571428571429,,,,
149,Pakistan,PAK,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,282.909090909091,,313.818181818182,,,,
150,Palau,PLW,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
151,Panama,PAN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,0.7591508052708641,
152,Papua New Guinea,PNG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.0338826466916355,,,,
153,Paraguay,PRY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.41880341880341904,,,2.06239316239316,
154,Peru,PER,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
155,Philippines,PHL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
156,Poland,POL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,24.962686567164198,,21.865671641791,,,21.3992537313433,
157,Portugal,PRT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,22.6263157894737,,29.3157894736842,,,,
158,Puerto Rico,PRI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,11.2338028169014,,12.061971830985902,,,14.3239436619718,
159,Qatar,QAT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,292.678571428571,,,,
160,Romania,ROU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,48.159509202454004,,21.760264275601696,,,15.143935818782401,
161,Russian Federation,RUS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,1.5352504638218898,,,1.41465677179963,
162,Rwanda,RWA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,1.57894736842105,,,,
163,Samoa,WSM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
164,San Marino,SMR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
165,Sao Tome and Principe,STP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
166,Saudi Arabia,SAU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,671.666666666667,,,,,,
167,Senegal,SEN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,8.60852713178295,,,,
168,Serbia,SRB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,49.363625550136796,
169,Seychelles,SYC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
170,Sierra Leone,SLE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.1180625,,,,
171,Singapore,SGP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
172,Sint Maarten (Dutch part),SXM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
173,Slovak Republic,SVK,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,8.68253968253968,,,4.43888888888889,
174,Slovenia,SVN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,4.81628280664167,,,6.1917514729512595,
175,Solomon Islands,SLB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
176,Somalia,SOM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,54.8333333333333,,,,
177,South Africa,ZAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,29.665178571428598,,28.415178571428598,,,34.5982142857143,
178,South Sudan,SSD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,2.53076923076923,
179,Spain,ESP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,33.0935251798561,,31.933453237410102,,,33.0485611510791,
180,Sri Lanka,LKA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,18.5018939393939,,24.6401515151515,,,,
181,St. Kitts and Nevis,KNA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,51.25,
182,St. Lucia,LCA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
183,St. Martin (French part),MAF,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
184,St. Vincent and the Grenadines,VCT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,7.9,
185,Sudan,SDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,673.25,
186,Suriname,SUR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,0.676767676767677,,,,
187,Sweden,SWE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,1.73859649122807,,1.56491228070175,,,1.57251461988304,
188,Switzerland,CHE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,6.67079207920792,,6.232673267326731,,,4.96287128712871,
189,Syrian Arab Republic,SYR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,229.388670779585,,,,
190,Tajikistan,TJK,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,18.3737787582729,,,,
191,Tanzania,TZA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,6.171428571428571,,,,
192,Thailand,THA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
193,Timor-Leste,TLS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
194,Togo,TGO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,1.4695652173912999,,,,
195,Tonga,TON,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,
